Order ID,country_id,product_id,channel_id,Order Priority,Order Date,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
325704562,52,9,1,M,2017-04-22,2017-05-29,2073,152.58,97.44,316298.34,201993.12,114305.22
836095464,53,4,2,L,2014-02-05,2014-03-03,8082,9.33,6.92,75405.06,55927.44,19477.62
122128760,54,11,2,C,2016-09-06,2016-10-07,9469,651.21,524.96,6166307.49,4970846.24,1195461.25
810415780,55,8,2,H,2016-06-11,2016-07-17,8893,668.27,502.54,5942925.11,4469088.22,1473836.89
197880351,56,2,1,H,2011-08-12,2011-08-30,6048,81.73,56.67,494303.04,342740.16,151562.88
601758801,57,2,2,M,2012-08-11,2012-08-28,2657,81.73,56.67,217156.61,150572.19,66584.42
809599959,58,7,2,L,2015-05-02,2015-05-10,7474,205.7,117.11,1537401.8,875280.14,662121.66
129265153,59,7,1,C,2017-03-04,2017-04-06,1286,205.7,117.11,264530.2,150603.46,113926.74
638928210,6,10,2,L,2011-09-06,2011-09-25,1911,255.28,159.42,487840.08,304651.62,183188.46
437075459,60,6,1,H,2015-04-21,2015-04-29,9196,109.28,35.84,1004938.88,329584.64,675354.24
392505729,16,1,2,M,2019-04-01,2019-05-04,22,421.89,364.69,9281.58,8023.18,1258.4
994330346,23,10,2,L,2016-03-25,2016-04-28,3300,255.28,159.42,842424.0,526086.0,316338.0
101973140,61,4,1,M,2016-07-07,2016-08-21,4973,9.33,6.92,46398.09,34413.16,11984.93
595170438,46,5,1,L,2010-06-24,2010-07-03,3013,47.45,31.79,142966.85,95783.27,47183.58
923971068,62,9,2,C,2016-09-24,2016-10-05,2427,152.58,97.44,370311.66,236486.88,133824.78
958736360,28,1,1,H,2012-08-14,2012-10-01,249,421.89,364.69,105050.61,90807.81,14242.8
640140140,63,1,2,C,2014-06-02,2014-06-05,547,421.89,364.69,230773.83,199485.43,31288.4
429168736,4,12,1,H,2018-07-10,2018-08-05,9421,154.06,90.93,1451399.26,856651.53,594747.73
857120978,64,12,2,L,2017-06-23,2017-06-25,9999,154.06,90.93,1540445.94,909209.07,631236.87
275608193,17,9,2,M,2016-01-11,2016-02-12,7444,152.58,97.44,1135805.52,725343.36,410462.16
706554210,65,7,2,M,2015-01-31,2015-02-03,3947,205.7,117.11,811897.9,462233.17,349664.73
192195355,62,3,2,H,2017-01-16,2017-02-02,3732,437.2,263.33,1631630.4,982747.56,648882.84
445080459,53,4,1,H,2020-06-24,2020-07-07,8053,9.33,6.92,75134.49,55726.76,19407.73
998070847,24,4,1,L,2014-10-05,2014-11-19,198,9.33,6.92,1847.34,1370.16,477.18
554340350,66,3,1,C,2017-07-03,2017-07-04,483,437.2,263.33,211167.6,127188.39,83979.21
137375295,67,6,1,L,2015-09-27,2015-11-06,1257,109.28,35.84,137364.96,45050.88,92314.08
840974509,68,6,2,C,2014-01-17,2014-01-18,1900,109.28,35.84,207632.0,68096.0,139536.0
679249322,9,5,1,L,2018-07-05,2018-08-17,3824,47.45,31.79,181448.8,121564.96,59883.84
436623561,69,5,1,M,2020-09-04,2020-09-11,5469,47.45,31.79,259504.05,173859.51,85644.54
517833554,42,3,2,M,2013-08-06,2013-08-09,7311,437.2,263.33,3196369.2,1925205.63,1271163.57
497928130,70,3,1,L,2018-07-23,2018-08-18,6854,437.2,263.33,2996568.8,1804863.82,1191704.98
472268617,71,3,2,C,2015-07-30,2015-09-03,3633,437.2,263.33,1588347.6,956677.89,631669.71
606528842,72,8,2,H,2012-11-28,2012-12-26,4218,668.27,502.54,2818762.86,2119713.72,699049.14
686695134,44,8,1,C,2020-04-25,2020-05-09,7205,668.27,502.54,4814885.35,3620800.7,1194084.65
569066321,73,1,2,L,2011-08-18,2011-10-02,8225,421.89,364.69,3470045.25,2999575.25,470470.0
630253732,74,7,2,C,2015-08-28,2015-09-26,4940,205.7,117.11,1016158.0,578523.4,437634.6
417181193,50,1,2,C,2014-08-02,2014-08-22,2041,421.89,364.69,861077.49,744332.29,116745.2
897085034,51,2,2,L,2013-07-02,2013-08-02,6252,81.73,56.67,510975.96,354300.84,156675.12
407514083,15,3,1,L,2013-08-21,2013-09-03,1328,437.2,263.33,580601.6,349702.24,230899.36
506329667,75,10,1,C,2017-09-27,2017-10-30,3055,255.28,159.42,779880.4,487028.1,292852.3
121705615,27,6,2,C,2014-01-03,2014-02-15,4251,109.28,35.84,464549.28,152355.84,312193.44
502128255,18,10,1,H,2013-07-16,2013-07-27,9764,255.28,159.42,2492553.92,1556576.88,935977.04
266396415,76,12,2,L,2012-11-23,2013-01-04,1474,154.06,90.93,227084.44,134030.82,93053.62
353621423,77,10,2,H,2010-02-19,2010-02-22,3292,255.28,159.42,840381.76,524810.64,315571.12
873227107,78,2,2,C,2010-03-05,2010-03-08,6161,81.73,56.67,503538.53,349143.87,154394.66
654949796,79,3,1,C,2019-06-07,2019-06-19,3054,437.2,263.33,1335208.8,804209.82,530998.98
398838317,44,3,1,H,2019-02-02,2019-03-11,3976,437.2,263.33,1738307.2,1047000.08,691307.12
425253999,80,11,1,M,2013-03-25,2013-05-14,963,651.21,524.96,627115.23,505536.48,121578.75
224870669,80,4,1,M,2012-10-11,2012-10-21,3083,9.33,6.92,28764.39,21334.36,7430.03
708674657,81,11,1,M,2019-06-23,2019-08-05,1434,651.21,524.96,933835.14,752792.64,181042.5
157964789,82,5,1,L,2020-07-10,2020-07-16,4146,47.45,31.79,196727.7,131801.34,64926.36
974352395,25,11,1,L,2015-04-28,2015-05-27,1381,651.21,524.96,899321.01,724969.76,174351.25
229761302,68,5,2,C,2010-02-13,2010-03-06,330,47.45,31.79,15658.5,10490.7,5167.8
916427838,83,6,1,L,2012-09-02,2012-09-11,217,109.28,35.84,23713.76,7777.28,15936.48
696900832,84,6,1,L,2016-03-12,2016-03-21,7298,109.28,35.84,797525.44,261560.32,535965.12
454041612,85,4,1,H,2015-05-31,2015-07-19,9858,9.33,6.92,91975.14,68217.36,23757.78
241024005,86,9,2,C,2011-11-23,2012-01-05,3214,152.58,97.44,490392.12,313172.16,177219.96
631334340,16,2,2,L,2019-05-29,2019-06-19,4716,81.73,56.67,385438.68,267255.72,118182.96
468771445,87,10,1,L,2015-10-19,2015-10-21,8743,255.28,159.42,2231913.04,1393809.06,838103.98
917446649,67,3,2,C,2012-07-01,2012-07-17,1706,437.2,263.33,745863.2,449240.98,296622.22
511783778,68,3,1,H,2017-02-03,2017-03-08,7048,437.2,263.33,3081385.6,1855949.84,1225435.76
106519162,88,7,2,H,2017-04-15,2017-05-20,242,205.7,117.11,49779.4,28340.62,21438.78
626701629,82,9,2,H,2018-04-29,2018-06-11,3793,152.58,97.44,578735.94,369589.92,209146.02
817692506,80,4,1,C,2016-04-08,2016-05-19,2238,9.33,6.92,20880.54,15486.96,5393.58
395165622,89,4,1,L,2014-01-09,2014-01-10,7144,9.33,6.92,66653.52,49436.48,17217.04
495107305,35,11,1,M,2016-01-03,2016-01-12,2109,651.21,524.96,1373401.89,1107140.64,266261.25
523816382,70,11,1,H,2012-02-01,2012-03-12,7763,651.21,524.96,5055343.23,4075264.48,980078.75
407904183,12,9,1,C,2015-01-12,2015-02-11,6767,152.58,97.44,1032508.86,659376.48,373132.38
144294536,62,4,1,L,2012-05-19,2012-05-23,8814,9.33,6.92,82234.62,60992.88,21241.74
250223767,72,9,1,M,2014-07-24,2014-07-26,5628,152.58,97.44,858720.24,548392.32,310327.92
413240706,27,7,2,M,2017-06-17,2017-06-17,5963,205.7,117.11,1226589.1,698326.93,528262.17
841206681,90,3,2,M,2018-06-22,2018-08-02,605,437.2,263.33,264506.0,159314.65,105191.35
912295520,87,12,2,C,2011-02-26,2011-04-17,7372,154.06,90.93,1135730.32,670335.96,465394.36
524993550,91,1,2,H,2011-12-12,2012-01-01,6113,421.89,364.69,2579013.57,2229349.97,349663.6
548099601,92,5,1,C,2012-01-22,2012-02-24,3707,47.45,31.79,175897.15,117845.53,58051.62
570724999,24,12,2,H,2014-11-26,2014-12-27,9065,154.06,90.93,1396553.9,824280.45,572273.45
252293574,70,6,2,L,2020-01-16,2020-03-02,8130,109.28,35.84,888446.4,291379.2,597067.2
672541654,86,6,2,L,2017-11-09,2017-12-01,8876,109.28,35.84,969969.28,318115.84,651853.44
281518065,93,4,1,H,2016-04-08,2016-05-23,6306,9.33,6.92,58834.98,43637.52,15197.46
749584138,71,8,2,H,2014-01-02,2014-01-11,7459,668.27,502.54,4984625.93,3748445.86,1236180.07
217413699,94,6,1,C,2016-08-25,2016-08-25,6400,109.28,35.84,699392.0,229376.0,470016.0
945993077,71,6,1,H,2020-08-06,2020-08-22,9228,109.28,35.84,1008435.84,330731.52,677704.32
766621100,95,4,2,L,2018-05-23,2018-07-06,9074,9.33,6.92,84660.42,62792.08,21868.34
730909097,31,12,1,M,2014-10-13,2014-11-15,1099,154.06,90.93,169311.94,99932.07,69379.87
160780894,96,1,2,M,2010-09-03,2010-09-23,7494,421.89,364.69,3161643.66,2732986.86,428656.8
698472821,97,8,1,L,2019-02-28,2019-03-09,2484,668.27,502.54,1659982.68,1248309.36,411673.32
456533706,98,7,2,L,2017-06-05,2017-07-13,7324,205.7,117.11,1506546.8,857713.64,648833.16
767824876,24,2,1,H,2016-03-25,2016-04-03,5298,81.73,56.67,433005.54,300237.66,132767.88
335520160,99,4,1,L,2011-10-19,2011-11-03,6726,9.33,6.92,62753.58,46543.92,16209.66
183105885,100,6,1,C,2012-07-19,2012-07-28,3955,109.28,35.84,432202.4,141747.2,290455.2
504380881,69,7,2,M,2012-05-15,2012-06-19,6366,205.7,117.11,1309486.2,745522.26,563963.94
213456475,72,2,1,M,2017-05-07,2017-06-23,5369,81.73,56.67,438808.37,304261.23,134547.14
994756495,97,4,2,L,2019-01-09,2019-02-19,9408,9.33,6.92,87776.64,65103.36,22673.28
553017270,7,4,1,C,2010-06-14,2010-07-08,8954,9.33,6.92,83540.82,61961.68,21579.14
263287627,75,12,2,L,2012-11-30,2013-01-11,1515,154.06,90.93,233400.9,137758.95,95641.95
220928895,28,8,1,H,2017-02-16,2017-02-19,6624,668.27,502.54,4426620.48,3328824.96,1097795.52
591614902,58,8,1,C,2020-08-27,2020-09-02,851,668.27,502.54,568697.77,427661.54,141036.23
261331975,101,11,1,H,2011-11-12,2011-11-24,2794,651.21,524.96,1819480.74,1466738.24,352742.5
886378943,18,3,2,M,2018-01-21,2018-02-08,8082,437.2,263.33,3533450.4,2128233.06,1405217.34
143367135,102,5,1,M,2014-07-29,2014-09-04,4376,47.45,31.79,207641.2,139113.04,68528.16
279220378,103,6,1,C,2015-09-09,2015-09-29,6370,109.28,35.84,696113.6,228300.8,467812.8
461175000,104,12,1,M,2015-10-14,2015-11-13,786,154.06,90.93,121091.16,71470.98,49620.18
826779830,105,6,1,C,2016-02-06,2016-02-26,1379,109.28,35.84,150697.12,49423.36,101273.76
233896195,106,2,1,H,2019-05-18,2019-05-22,3937,81.73,56.67,321771.01,223109.79,98661.22
310697925,81,8,1,L,2013-10-25,2013-12-02,1275,668.27,502.54,852044.25,640738.5,211305.75
505671346,42,12,1,L,2010-07-09,2010-08-15,8243,154.06,90.93,1269916.58,749535.99,520380.59
337615287,86,12,2,C,2016-09-25,2016-10-01,6721,154.06,90.93,1035437.26,611140.53,424296.73
745641076,97,10,2,H,2019-11-01,2019-11-16,619,255.28,159.42,158018.32,98680.98,59337.34
939172542,52,8,1,C,2014-01-13,2014-02-01,880,668.27,502.54,588077.6,442235.2,145842.4
647946012,80,8,1,C,2016-06-14,2016-07-24,478,668.27,502.54,319433.06,240214.12,79218.94
572010314,5,3,1,C,2018-12-17,2019-01-21,9418,437.2,263.33,4117549.6,2480041.94,1637507.66
131726777,51,4,2,H,2014-12-13,2015-01-07,9735,9.33,6.92,90827.55,67366.2,23461.35
617769229,93,10,2,H,2015-05-06,2015-05-28,498,255.28,159.42,127129.44,79391.16,47738.28
241123998,107,11,1,H,2011-03-11,2011-04-27,2804,651.21,524.96,1825992.84,1471987.84,354005.0
883089911,108,12,1,M,2011-01-30,2011-02-11,4784,154.06,90.93,737023.04,435009.12,302013.92
445278298,109,2,2,L,2014-05-30,2014-07-13,6598,81.73,56.67,539254.54,373908.66,165345.88
499612987,110,5,2,C,2016-09-26,2016-09-28,5440,47.45,31.79,258128.0,172937.6,85190.4
438330304,3,9,2,L,2015-02-14,2015-03-01,533,152.58,97.44,81325.14,51935.52,29389.62
623979079,111,3,2,L,2013-06-23,2013-08-10,8131,437.2,263.33,3554873.2,2141136.23,1413736.97
139420640,44,4,1,L,2017-03-20,2017-04-16,6520,9.33,6.92,60831.6,45118.4,15713.2
837828814,112,1,2,M,2017-03-20,2017-04-08,1019,421.89,364.69,429905.91,371619.11,58286.8
592689931,6,4,2,M,2016-07-20,2016-07-24,8976,9.33,6.92,83746.08,62113.92,21632.16
947802817,67,9,2,C,2014-06-16,2014-08-04,4771,152.58,97.44,727959.18,464886.24,263072.94
367278802,29,11,2,M,2011-09-02,2011-10-07,4814,651.21,524.96,3134924.94,2527157.44,607767.5
985541713,30,7,1,C,2015-10-10,2015-11-10,2549,205.7,117.11,524329.3,298513.39,225815.91
957327878,113,9,2,H,2014-06-22,2014-07-12,3448,152.58,97.44,526095.84,335973.12,190122.72
307686126,114,8,1,C,2013-01-06,2013-01-29,17,668.27,502.54,11360.59,8543.18,2817.41
481977784,6,12,2,C,2018-02-26,2018-03-21,6792,154.06,90.93,1046375.52,617596.56,428778.96
295876681,115,9,1,H,2011-05-31,2011-07-15,5340,152.58,97.44,814777.2,520329.6,294447.6
885369145,97,8,1,M,2018-08-01,2018-08-22,9260,668.27,502.54,6188180.2,4653520.4,1534659.8
756754004,12,8,2,L,2018-11-06,2018-12-04,9182,668.27,502.54,6136055.14,4614322.28,1521732.86
736642587,69,4,2,H,2014-04-15,2014-04-16,7766,9.33,6.92,72456.78,53740.72,18716.06
821958720,116,10,2,H,2013-10-26,2013-11-13,4706,255.28,159.42,1201347.68,750230.52,451117.16
629938733,13,3,2,L,2017-03-06,2017-03-21,1725,437.2,263.33,754170.0,454244.25,299925.75
748131453,117,4,1,M,2020-04-03,2020-04-24,7577,9.33,6.92,70693.41,52432.84,18260.57
484398210,73,11,1,H,2020-06-11,2020-07-07,3049,651.21,524.96,1985539.29,1600603.04,384936.25
116912829,118,9,1,H,2011-04-19,2011-04-27,5959,152.58,97.44,909224.22,580644.96,328579.26
444161641,55,1,2,M,2019-12-14,2019-12-24,6155,421.89,364.69,2596732.95,2244666.95,352066.0
534943473,118,2,1,C,2016-03-26,2016-04-07,516,81.73,56.67,42172.68,29241.72,12930.96
878369653,119,5,2,C,2014-03-29,2014-04-04,7954,47.45,31.79,377417.3,252857.66,124559.64
233864009,120,11,2,H,2013-07-17,2013-08-11,4412,651.21,524.96,2873138.52,2316123.52,557015.0
581162869,63,9,2,H,2015-03-19,2015-04-02,7863,152.58,97.44,1199736.54,766170.72,433565.82
370315062,103,9,1,M,2016-06-22,2016-06-28,3311,152.58,97.44,505192.38,322623.84,182568.54
371681916,26,7,1,M,2016-01-22,2016-03-11,7793,205.7,117.11,1603020.1,912638.23,690381.87
525937259,121,7,2,H,2019-07-21,2019-08-15,5377,205.7,117.11,1106048.9,629700.47,476348.43
394067418,122,12,1,L,2012-08-24,2012-09-28,2161,154.06,90.93,332923.66,196499.73,136423.93
507371222,7,4,2,C,2019-12-23,2020-01-05,1274,9.33,6.92,11886.42,8816.08,3070.34
117460000,97,7,1,C,2014-03-16,2014-03-27,7879,205.7,117.11,1620710.3,922709.69,698000.61
346257579,123,7,2,H,2017-08-16,2017-09-01,4167,205.7,117.11,857151.9,487997.37,369154.53
136000287,104,12,1,H,2011-04-03,2011-05-02,4362,154.06,90.93,672009.72,396636.66,275373.06
299236953,79,7,2,L,2015-01-16,2015-02-26,9719,205.7,117.11,1999198.3,1138192.09,861006.21
368828904,19,3,1,M,2018-05-15,2018-05-17,3524,437.2,263.33,1540692.8,927974.92,612717.88
847949969,72,1,1,C,2017-06-15,2017-06-21,6094,421.89,364.69,2570997.66,2222420.86,348576.8
960086476,124,10,1,M,2010-01-10,2010-01-16,9778,255.28,159.42,2496127.84,1558808.76,937319.08
899037253,21,1,1,H,2011-05-14,2011-06-29,3957,421.89,364.69,1669418.73,1443078.33,226340.4
478913629,125,1,2,L,2016-11-07,2016-12-06,40,421.89,364.69,16875.6,14587.6,2288.0
484139430,126,6,1,H,2018-01-14,2018-01-16,6471,109.28,35.84,707150.88,231920.64,475230.24
419450986,120,2,1,C,2018-08-31,2018-09-23,3723,81.73,56.67,304280.79,210982.41,93298.38
759897124,127,6,1,C,2018-08-20,2018-09-25,9301,109.28,35.84,1016413.28,333347.84,683065.44
700839173,128,12,1,C,2019-05-08,2019-05-08,2740,154.06,90.93,422124.4,249148.2,172976.2
407950961,32,9,2,H,2018-05-17,2018-05-31,610,152.58,97.44,93073.8,59438.4,33635.4
567218816,93,12,1,C,2014-10-09,2014-11-16,1507,154.06,90.93,232168.42,137031.51,95136.91
134941565,58,10,1,L,2014-06-17,2014-07-07,1063,255.28,159.42,271362.64,169463.46,101899.18
387730538,129,5,1,H,2014-03-01,2014-03-24,6937,47.45,31.79,329160.65,220527.23,108633.42
872509562,20,7,1,M,2017-06-17,2017-08-04,3823,205.7,117.11,786391.1,447711.53,338679.57
756514966,127,12,1,M,2018-09-26,2018-10-03,8445,154.06,90.93,1301036.7,767903.85,533132.85
177295577,83,2,2,L,2019-03-25,2019-03-30,4556,81.73,56.67,372361.88,258188.52,114173.36
692712724,98,11,2,M,2010-12-26,2010-12-31,7943,651.21,524.96,5172561.03,4169757.28,1002803.75
330940234,26,6,2,L,2014-04-17,2014-04-28,1424,109.28,35.84,155614.72,51036.16,104578.56
340464437,62,5,2,M,2018-11-10,2018-12-21,9847,47.45,31.79,467240.15,313036.13,154204.02
240084159,130,2,2,L,2010-07-20,2010-09-08,5093,81.73,56.67,416250.89,288620.31,127630.58
968910729,131,3,1,L,2019-07-05,2019-07-09,1071,437.2,263.33,468241.2,282026.43,186214.77
836367976,34,10,2,M,2018-07-25,2018-08-07,8725,255.28,159.42,2227318.0,1390939.5,836378.5
472192227,132,4,1,C,2014-02-20,2014-04-07,1028,9.33,6.92,9591.24,7113.76,2477.48
576432311,133,12,1,C,2019-07-02,2019-07-12,7985,154.06,90.93,1230169.1,726076.05,504093.05
569449555,37,3,2,H,2017-05-03,2017-06-01,1633,437.2,263.33,713947.6,430017.89,283929.71
841917788,134,10,2,H,2018-07-30,2018-08-10,1038,255.28,159.42,264980.64,165477.96,99502.68
504823338,135,2,2,H,2014-04-08,2014-05-08,7299,81.73,56.67,596547.27,413634.33,182912.94
539465034,97,10,1,M,2012-12-30,2013-02-15,8546,255.28,159.42,2181622.88,1362403.32,819219.56
647454202,68,9,2,L,2014-03-02,2014-04-07,4941,152.58,97.44,753897.78,481451.04,272446.74
600714671,82,7,1,H,2013-04-30,2013-05-12,3675,205.7,117.11,755947.5,430379.25,325568.25
691482770,17,3,1,H,2018-03-30,2018-03-30,3973,437.2,263.33,1736995.6,1046210.09,690785.51
382307326,74,6,1,H,2011-06-05,2011-06-20,2088,109.28,35.84,228176.64,74833.92,153342.72
556049668,83,12,2,M,2019-09-08,2019-10-13,6308,154.06,90.93,971810.48,573586.44,398224.04
365883624,21,11,1,M,2012-07-06,2012-07-31,1950,651.21,524.96,1269859.5,1023672.0,246187.5
385295522,98,7,2,L,2014-05-14,2014-05-29,6362,205.7,117.11,1308663.4,745053.82,563609.58
358084189,85,5,2,M,2013-10-14,2013-11-07,3924,47.45,31.79,186193.8,124743.96,61449.84
548360955,108,9,1,H,2011-07-05,2011-08-05,1047,152.58,97.44,159751.26,102019.68,57731.58
390549647,25,3,1,C,2015-02-14,2015-02-20,1174,437.2,263.33,513272.8,309149.42,204123.38
739386594,136,6,2,L,2012-04-30,2012-06-02,9779,109.28,35.84,1068649.12,350479.36,718169.76
719920623,137,8,1,L,2019-01-26,2019-02-26,9365,668.27,502.54,6258348.55,4706287.1,1552061.45
877513062,138,2,1,H,2010-01-07,2010-02-10,4470,81.73,56.67,365333.1,253314.9,112018.2
927837741,56,2,1,C,2020-02-28,2020-03-14,6661,81.73,56.67,544403.53,377478.87,166924.66
206880986,115,3,2,L,2011-02-17,2011-02-28,9536,437.2,263.33,4169139.2,2511114.88,1658024.32
820941627,26,3,1,M,2015-08-03,2015-09-16,3725,437.2,263.33,1628570.0,980904.25,647665.75
896630990,139,9,1,M,2014-03-18,2014-03-19,1890,152.58,97.44,288376.2,184161.6,104214.6
430872905,140,10,2,M,2015-12-04,2015-12-13,3722,255.28,159.42,950152.16,593361.24,356790.92
840903699,95,6,1,M,2020-06-18,2020-06-24,946,109.28,35.84,103378.88,33904.64,69474.24
914272201,137,8,1,L,2013-01-09,2013-01-29,2316,668.27,502.54,1547713.32,1163882.64,383830.68
858839738,141,9,2,H,2012-05-22,2012-07-02,8619,152.58,97.44,1315087.02,839835.36,475251.66
952780139,5,1,1,C,2012-02-10,2012-03-27,7671,421.89,364.69,3236318.19,2797536.99,438781.2
